Id,SalePrice
1812,107638.58
1813,114474.164
1814,102198.75
1815,49091.57
1816,103537.4
1817,124524.01
1818,150229.25
1819,118888.48
1820,64959.734
1821,105661.11
1822,163065.55
1823,56310.64
1824,128448.1
1825,125131.67
1826,92061.305
1827,109866.98
1828,149404.66
1829,108804.48
1830,156324.67
1831,186369.14
1832,99384.195
1833,166097.52
1834,131696.36
1835,175057.31
1836,127657.12
1837,109670.61
1838,121138.66
1839,105374.24
1840,152905.31
1841,123185.81
1842,78206.89
1843,132109.48
1844,121463.92
1845,144645.12
1846,168341.56
1847,164189.34
1848,54796.613
1849,135141.44
1850,132880.03
1851,156471.28
1852,129623.43
1853,130943.234
1854,151546.17
1855,169201.55
1856,209993.75
1857,156353.23
1858,142700.9
1859,118005.75
1860,150928.52
1861,132562.34
1862,251885.98
1863,221143.47
1864,216873.19
1865,292529.44
1866,324850.8
1867,237554.64
1868,298813.9
1869,192680.56
1870,249121.94
1871,234745.33
1872,160571.28
1873,248744.34
1874,135476.1
1875,225332.17
1876,194241.0
1877,195815.1
1878,186617.45
1879,134805.1
1880,126825.48
1881,238444.3
1882,259667.03
1883,180465.78
1884,209252.7
1885,234738.75
1886,290012.78
1887,208257.1
1888,246130.06
1889,158591.84
1890,129526.48
1891,131385.02
1892,97457.14
1893,130294.88
1894,136886.77
1895,147398.16
1896,126658.67
1897,106694.82
1898,99268.805
1899,125672.65
1900,134666.52
1901,186782.19
1902,147586.03
1903,183037.22
1904,136799.55
1905,183279.34
1906,168944.66
1907,197190.81
1908,116029.03
1909,123244.94
1910,119053.35
1911,202561.1
1912,285879.3
1913,169280.75
1914,73202.55
1915,268272.5
1916,61030.637
1917,263656.12
1918,127467.98
1919,156186.5
1920,153741.6
1921,342521.62
1922,301109.56
1923,203997.38
1924,203024.64
1925,194013.47
1926,361811.97
1927,134892.11
1928,156292.22
1929,117638.38
1930,138817.44
1931,143268.16
1932,136541.31
1933,148048.03
1934,199057.39
1935,178662.36
1936,194947.33
1937,207214.7
1938,167539.86
1939,252625.66
1940,188925.12
1941,186688.28
1942,200024.47
1943,195589.08
1944,321661.28
1945,321115.78
1946,126813.54
1947,299831.2
1948,156765.23
1949,197944.81
1950,178025.69
1951,278938.5
1952,226482.58
1953,165237.02
1954,210778.12
1955,138197.75
1956,239539.42
1957,168787.92
1958,330741.2
1959,142348.73
1960,111792.74
1961,115531.31
1962,98602.49
1963,99685.945
1964,110019.445
1965,151039.27
1966,143559.08
1967,257721.27
1968,376638.44
1969,388148.38
1970,431381.62
1971,429972.72
1972,330020.62
1973,255897.83
1974,313623.1
1975,290355.7
1976,252298.06
1977,331470.94
1978,337064.12
1979,309672.88
1980,186021.14
1981,308042.62
1982,219226.47
1983,215642.67
1984,166773.3
1985,214060.08
1986,215039.53
1987,162732.92
1988,191970.31
1989,182255.5
1990,210921.69
1991,210250.56
1992,213465.12
1993,169854.73
1994,227985.64
1995,189432.17
1996,240936.81
1997,328804.6
1998,334410.9
1999,231929.6
2000,323643.1
2001,256804.52
2002,215459.62
2003,294836.28
2004,241507.34
2005,219845.53
2006,214633.39
2007,263069.6
2008,192472.73
2009,180756.12
2010,191353.7
2011,120000.14
2012,168744.42
2013,177480.73
2014,180637.12
2015,211355.42
2016,180939.03
2017,182021.1
2018,121247.34
2019,132094.45
2020,113118.69
2021,107934.07
2022,200300.2
2023,135378.69
2024,228122.83
2025,334914.2
2026,149656.38
2027,144670.02
2028,162997.88
2029,167414.5
2030,276963.78
2031,229868.44
2032,242734.34
2033,273662.28
2034,159172.38
2035,203778.42
2036,165307.05
2037,179103.34
2038,290133.78
2039,193225.88
2040,316781.1
2041,274377.53
2042,197365.36
2043,167867.19
2044,180712.27
2045,229162.66
2046,144116.94
2047,148887.31
2048,141583.34
2049,147643.25
2050,178392.16
2051,106718.91
2052,149087.3
2053,145270.44
2054,89247.64
2055,139406.9
2056,135351.12
2057,120173.12
2058,231696.56
2059,135470.56
2060,172515.94
2061,192154.19
2062,125938.086
2063,118744.98
2064,142971.52
2065,126418.53
2066,164346.44
2067,137611.84
2068,153382.95
2069,84715.27
2070,111534.26
2071,99121.88
2072,135329.64
2073,146312.17
2074,185198.8
2075,142399.61
2076,123191.44
2077,151511.2
2078,120976.15
2079,135020.75
2080,120263.3
2081,122401.4
2082,134811.0
2083,141034.72
2084,115512.67
2085,131988.45
2086,120630.64
2087,130976.76
2088,112355.44
2089,72125.44
2090,132703.6
2091,124512.62
2092,146027.58
2093,118639.72
2094,136774.78
2095,146373.27
2096,79375.695
2097,87670.51
2098,141123.12
2099,42612.49
2100,120510.625
2101,140446.67
2102,136479.97
2103,106045.34
2104,166876.34
2105,137759.48
2106,66291.72
2107,255807.77
2108,122549.88
2109,116386.4
2110,117795.05
2111,144043.72
2112,130983.74
2113,123251.87
2114,112743.77
2115,155890.06
2116,122028.36
2117,161660.58
2118,108121.1
2119,102139.555
2120,106608.63
2121,85934.07
2122,97097.836
2123,82879.81
2124,192342.45
2125,142934.36
2126,155698.67
2127,183739.7
2128,130737.46
2129,75591.58
2130,142252.12
2131,160596.81
2132,119611.1
2133,122834.234
2134,111117.336
2135,90318.94
2136,71417.195
2137,108255.92
2138,127033.82
2139,158080.27
2140,132804.67
2141,137987.62
2142,121895.5
2143,146595.42
2144,131992.77
2145,130142.76
2146,146323.69
2147,125784.85
2148,125207.2
2149,138179.0
2150,228904.5
2151,121261.43
2152,167049.75
2153,158169.81
2154,106530.195
2155,142514.23
2156,221075.06
2157,193873.5
2158,246935.16
2159,196150.75
2160,164063.77
2161,266377.62
2162,360153.7
2163,322617.94
2164,243993.4
2165,179773.25
2166,123587.45
2167,216138.47
2168,203121.48
2169,185804.62
2170,210294.72
2171,122267.336
2172,133392.88
2173,176279.6
2174,228675.6
2175,333258.4
2176,313038.2
2177,230151.55
2178,209609.88
2179,142858.31
2180,214244.0
2181,190824.58
2182,213784.16
2183,185794.6
2184,130017.13
2185,122356.93
2186,139568.38
2187,153505.89
2188,157991.11
2189,213646.78
2190,87470.71
2191,86843.17
2192,101901.29
2193,89012.45
2194,95030.05
2195,109495.11
2196,111710.23
2197,122967.91
2198,152255.78
2199,152861.64
2200,125123.41
2201,132778.48
2202,211380.25
2203,138463.53
2204,181063.83
2205,104536.78
2206,118449.41
2207,186712.92
2208,223529.9
2209,181769.33
2210,113547.07
2211,99176.9
2212,111580.05
2213,114126.016
2214,126818.03
2215,110721.34
2216,161031.64
2217,81513.15
2218,89833.914
2219,94011.77
2220,64534.055
2221,261311.14
2222,225838.28
2223,307555.72
2224,211101.6
2225,127677.15
2226,217388.34
2227,183968.05
2228,257557.12
2229,217774.17
2230,158906.61
2231,200835.75
2232,175186.98
2233,180106.55
2234,212431.11
2235,237970.67
2236,255283.48
2237,354036.2
2238,195584.58
2239,107197.34
2240,160958.89
2241,142791.1
2242,133069.0
2243,124041.51
2244,100221.85
2245,80082.305
2246,136027.36
2247,95375.13
2248,129742.586
2249,109277.555
2250,128863.24
2251,114527.25
2252,185801.5
2253,165515.83
2254,181277.72
2255,198693.14
2256,188113.23
2257,227472.44
2258,172251.55
2259,179596.97
2260,167757.14
2261,183885.0
2262,196204.03
2263,338102.75
2264,486173.2
2265,158672.47
2266,285514.12
2267,339445.1
2268,279933.1
2269,161895.45
2270,171509.1
2271,244060.78
2272,211944.53
2273,152617.9
2274,168243.97
2275,165810.28
2276,182592.14
2277,180727.69
2278,155196.4
2279,124762.516
2280,124054.75
2281,168533.22
2282,178311.77
2283,110664.67
2284,108847.93
2285,142625.42
2286,134453.03
2287,317651.25
2288,250024.33
2289,367419.9
2290,394962.2
2291,309261.16
2292,366541.97
2293,405819.8
2294,410703.94
2295,466595.62
2296,286578.3
2297,267187.56
2298,289289.4
2299,343754.2
2300,326820.38
2301,240387.81
2302,217291.08
2303,251432.83
2304,269697.38
2305,173282.12
2306,177939.14
2307,184619.75
2308,219083.12
2309,261007.53
2310,210159.61
2311,198362.52
2312,173834.19
2313,175948.77
2314,151718.62
2315,176466.27
2316,173203.4
2317,178880.88
2318,169473.84
2319,168217.44
2320,171265.75
2321,228949.9
2322,157529.16
2323,197524.06
2324,173284.08
2325,225993.84
2326,169009.52
2327,217651.17
2328,239059.3
2329,189039.16
2330,184759.22
2331,351869.6
2332,373396.25
2333,342213.6
2334,242722.72
2335,257967.69
2336,323867.84
2337,203268.61
2338,260694.97
2339,223880.45
2340,383532.6
2341,211377.53
2342,222096.86
2343,206938.12
2344,236293.75
2345,260727.6
2346,223947.31
2347,198740.38
2348,224795.44
2349,180755.27
2350,254866.83
2351,234242.88
2352,258391.72
2353,232724.86
2354,112882.2
2355,134334.34
2356,147926.4
2357,197745.86
2358,185588.64
2359,150675.05
2360,117260.97
2361,137614.94
2362,266190.22
2363,128737.516
2364,154103.2
2365,230165.0
2366,174439.31
2367,223191.33
2368,195053.86
2369,224280.6
2370,159852.88
2371,164358.42
2372,186963.8
2373,271375.66
2374,284335.75
2375,232735.06
2376,277169.25
2377,334245.94
2378,137706.44
2379,226262.84
2380,140460.84
2381,165821.86
2382,167828.52
2383,204003.19
2384,224655.44
2385,146757.3
2386,135654.89
2387,134025.08
2388,104420.48
2389,131002.945
2390,138719.8
2391,142614.3
2392,118039.81
2393,165396.72
2394,143689.77
2395,219545.42
2396,133689.62
2397,217660.22
2398,148094.25
2399,72504.52
2400,62298.71
2401,118405.836
2402,151077.12
2403,138539.47
2404,144336.16
2405,151852.3
2406,127886.8
2407,130479.66
2408,142151.89
2409,132136.84
2410,182378.44
2411,123593.016
2412,150697.52
2413,135823.03
2414,135888.08
2415,146569.34
2416,130593.6
2417,134231.92
2418,128841.36
2419,127368.586
2420,128218.51
2421,155835.72
2422,128419.516
2423,116593.945
2424,143662.5
2425,165868.72
2426,126000.35
2427,136488.9
2428,182572.77
2429,106845.64
2430,130686.85
2431,108880.305
2432,138195.64
2433,147525.31
2434,137954.62
2435,150416.31
2436,108772.89
2437,101087.85
2438,123968.89
2439,116813.16
2440,122253.14
2441,99304.32
2442,112442.36
2443,117532.26
2444,124811.25
2445,78689.77
2446,130508.14
2447,205481.77
2448,149251.4
2449,105568.23
2450,159619.1
2451,121379.31
2452,244384.62
2453,98487.66
2454,112272.125
2455,130343.77
2456,123368.52
2457,108872.125
2458,103888.36
2459,104108.78
2460,136235.5
2461,113240.03
2462,119817.8
2463,124807.24
2464,186058.31
2465,124934.055
2466,116039.336
2467,144951.22
2468,79516.66
2469,72060.19
2470,204496.75
2471,216558.28
2472,162902.81
2473,124467.62
2474,81577.14
2475,224776.3
2476,115179.48
2477,133512.66
2478,164162.03
2479,101602.84
2480,145454.38
2481,128894.16
2482,134150.83
2483,106840.96
2484,133070.53
2485,129644.51
2486,147765.77
2487,181910.78
2488,153668.89
2489,148227.66
2490,145690.75
2491,86923.66
2492,177020.25
2493,153305.98
2494,177154.97
2495,102620.13
2496,233780.69
2497,149686.58
2498,108002.51
2499,80855.43
2500,130867.78
2501,127449.58
2502,141165.81
2503,86532.445
2504,181580.64
2505,223804.28
2506,252638.95
2507,275805.5
2508,257296.34
2509,213449.8
2510,222514.95
2511,181076.22
2512,203392.33
2513,204745.36
2514,247618.16
2515,150508.14
2516,164280.1
2517,142793.64
2518,137005.42
2519,208272.45
2520,199588.66
2521,187057.19
2522,218915.7
2523,121192.04
2524,129177.25
2525,138054.95
2526,135255.0
2527,122862.02
2528,134047.05
2529,135591.62
2530,126029.68
2531,241928.86
2532,221548.17
2533,186719.22
2534,236399.05
2535,335813.75
2536,270559.5
2537,246445.05
2538,172078.03
2539,186981.19
2540,163136.12
2541,186938.25
2542,170163.81
2543,116121.0
2544,130813.625
2545,137016.78
2546,140824.23
2547,133942.0
2548,137487.9
2549,159300.44
2550,287147.4
2551,137473.89
2552,124627.1
2553,77921.44
2554,116607.84
2555,117825.266
2556,102925.65
2557,108248.68
2558,141365.7
2559,110991.1
2560,125819.06
2561,130839.305
2562,110466.36
2563,135044.38
2564,174939.36
2565,130673.29
2566,148850.62
2567,120286.76
2568,180094.23
2569,196197.03
2570,122326.27
2571,180738.62
2572,175732.33
2573,220184.47
2574,235901.14
2575,126714.37
2576,140543.92
2577,158082.33
2578,84844.766
2579,64583.625
2580,133716.53
2581,121622.23
2582,127976.82
2583,214444.27
2584,140014.06
2585,161885.81
2586,177278.16
2587,187439.77
2588,162133.16
2589,138834.64
2590,199708.84
2591,214658.81
2592,190720.31
2593,224558.86
2594,175496.19
2595,205068.97
2596,330716.25
2597,180497.61
2598,222916.83
2599,262227.06
2600,136433.36
2601,140454.5
2602,76141.26
2603,91605.875
2604,81156.75
2605,65945.05
2606,131262.6
2607,171874.98
2608,179680.83
2609,153195.3
2610,110340.12
2611,148846.06
2612,139694.44
2613,128264.77
2614,129000.49
2615,159068.66
2616,136173.17
2617,163158.25
2618,175650.58
2619,196147.48
2620,196482.23
2621,183757.67
2622,186526.31
2623,258742.03
2624,292231.78
2625,308145.2
2626,178721.97
2627,197399.95
2628,344323.9
2629,457936.9
2630,305707.22
2631,442387.5
2632,355255.6
2633,277658.6
2634,374810.53
2635,139490.67
2636,201205.53
2637,167590.64
2638,235560.56
2639,178359.2
2640,132447.33
2641,99349.44
2642,201564.3
2643,120594.5
2644,139583.75
2645,96845.375
2646,90502.21
2647,87269.93
2648,147498.69
2649,146041.2
2650,139405.69
2651,146465.88
2652,399670.1
2653,253236.06
2654,231790.38
2655,326239.34
2656,291780.75
2657,315585.34
2658,254547.73
2659,282697.0
2660,316473.25
2661,328552.28
2662,344394.8
2663,289895.62
2664,260518.75
2665,294913.4
2666,276941.56
2667,153249.88
2668,182898.53
2669,156176.6
2670,274595.12
2671,175690.77
2672,173005.17
2673,195825.39
2674,197146.69
2675,158938.19
2676,185400.3
2677,190909.27
2678,256747.83
2679,267713.4
2680,274128.5
2681,399155.53
2682,328480.44
2683,403829.12
2684,306221.44
2685,339859.9
2686,248941.33
2687,303964.9
2688,226927.38
2689,222407.22
2690,472949.44
2691,185559.94
2692,124474.266
2693,174491.72
2694,106059.34
2695,181618.97
2696,183106.03
2697,184950.36
2698,184156.1
2699,166147.45
2700,158839.31
2701,157736.83
2702,113484.4
2703,129935.48
2704,154631.1
2705,118395.66
2706,116302.95
2707,125575.74
2708,137286.98
2709,104018.92
2710,124507.484
2711,243327.42
2712,332898.88
2713,163267.83
2714,145749.2
2715,161161.7
2716,148696.45
2717,188932.5
2718,211798.08
2719,146613.86
2720,177034.38
2721,130267.31
2722,157930.48
2723,139173.08
2724,129142.0
2725,135577.28
2726,146716.38
2727,163630.98
2728,171185.03
2729,147449.58
2730,145000.95
2731,121047.586
2732,121407.305
2733,159416.48
2734,144725.53
2735,128228.88
2736,153548.5
2737,121992.79
2738,152136.38
2739,161576.94
2740,138920.36
2741,145959.61
2742,158596.89
2743,142058.33
2744,132796.16
2745,128399.7
2746,135714.47
2747,164352.25
2748,129095.05
2749,127545.22
2750,139273.89
2751,138650.88
2752,208184.97
2753,147493.67
2754,214194.83
2755,131562.12
2756,89760.66
2757,61337.395
2758,89989.26
2759,174690.75
2760,131255.83
2761,145582.42
2762,140403.75
2763,196000.44
2764,134506.81
2765,284691.2
2766,154317.97
2767,81168.18
2768,139037.12
2769,129233.3
2770,159519.8
2771,116013.45
2772,121499.67
2773,165782.9
2774,138748.5
2775,131648.06
2776,143172.27
2777,151302.1
2778,115802.99
2779,116124.93
2780,102097.63
2781,100932.305
2782,82520.2
2783,98162.08
2784,117627.836
2785,132079.73
2786,64488.117
2787,113166.75
2788,75932.82
2789,169689.27
2790,92606.06
2791,118341.34
2792,66652.68
2793,162653.64
2794,87778.82
2795,118379.125
2796,116966.234
2797,176993.94
2798,116615.86
2799,120868.21
2800,78990.14
2801,102820.695
2802,131521.94
2803,160111.36
2804,148416.69
2805,92772.43
2806,73725.61
2807,151973.64
2808,155560.75
2809,133174.64
2810,122171.88
2811,153954.17
2812,141234.03
2813,185402.1
2814,150261.36
2815,110430.01
2816,243878.16
2817,127421.32
2818,125044.08
2819,159044.7
2820,144329.48
2821,101307.17
2822,200539.06
2823,292294.12
2824,171110.38
2825,146450.58
2826,138540.52
2827,146812.95
2828,207243.92
2829,186028.44
2830,235733.02
2831,185410.61
2832,213266.39
2833,263049.2
2834,196027.73
2835,210945.36
2836,190536.73
2837,144463.78
2838,136167.83
2839,185730.38
2840,188791.53
2841,185237.19
2842,218216.92
2843,145856.25
2844,163986.25
2845,118038.85
2846,195685.02
2847,187054.23
2848,211161.33
2849,205311.77
2850,282053.1
2851,243639.77
2852,233157.16
2853,232572.81
2854,121563.03
2855,205152.69
2856,188630.12
2857,183966.4
2858,198461.45
2859,135260.23
2860,114766.46
2861,146812.6
2862,193093.88
2863,120769.97
2864,244958.75
2865,135550.78
2866,140121.52
2867,94655.766
2868,97393.6
2869,133537.02
2870,144168.95
2871,106178.69
2872,43420.016
2873,108403.28
2874,145118.33
2875,117388.7
2876,154398.69
2877,134806.14
2878,164724.33
2879,125034.38
2880,90801.914
2881,162242.94
2882,157776.39
2883,171747.23
2884,191378.27
2885,197669.3
2886,210258.42
2887,104974.28
2888,124762.17
2889,65009.61
2890,86763.63
2891,141724.98
2892,70874.87
2893,106278.27
2894,63193.45
2895,278554.5
2896,243732.6
2897,206029.62
2898,165188.78
2899,210130.61
2900,149913.3
2901,204503.36
2902,186714.98
2903,341995.5
2904,322186.6
2905,88074.875
2906,201881.27
2907,111089.984
2908,135351.42
2909,145092.02
2910,76010.5
2911,71675.38
2912,146607.19
2913,89885.89
2914,64755.195
2915,79527.31
2916,75914.46
2917,162628.05
2918,125267.58
2919,240356.27
